"L1, L2 = maximum length of Crystal (including tips, in two orientations)",,,,,,,,
"W1, W2 = mutually perpendicular widths of orthorhombic prism or equatorial diameters",,,,,,,,
"h1, h2 = tip heights of pyramidal terminations (zircons only)",,,,,,,,
AI = abrasion index:,,,,,,,,
"apatite: 1 = both tips present, 1.5 = one tip missing, 2 = both tips missing, DUR = durango",,,,,,,,
"zircon: 1-5 (1=euhedral, 5=rounded, 3=still has pyramids)",,,,,,,,
,,,,,,,,
sample_name,morph_comments,AI,L1_(um),L2_(um),W1_(um),W2_(um),h1_(um),h2_(um)
EM_23TR10_Z2,"Scratches, rugged, slightly clear",2,163.4,163.5,61.4,60.5,34.5,36.5
EM_23TR10_Z3,"Dark, one tip is rough",2,217.5,217.6,98.9,82.9,36,41.1
EM_23TR10_Z4,"Dark, rough tips, stripes of clear",2,215.8,215.3,73.3,69.7,48.1,47
EM_23TR10_Z5,"Dark, stripes of clear part? ",2,195.2,195.6,88.1,84.8,49.9,51.1
EM_23TR10_Z6,"Clear, inclusions, scratches (empty?)",3,169.7,169,60.1,64.8,33,45.9
EM_23TR10_Z7,"Clear, scratchy, dark on one tip. A fracture, but doesn't go all across",3,172.8,172.7,74.9,58.7,33.4,20.2
EM_23TR10_Z8,Dark with light specs (seems like dark/damage is zoned)(lost and found),1,333.7,333.8,80.5,94.2,65.7,61.2
EM_DUR_1,,DUR,,,,,,
EM_20UM07_A1,Little indentations maybe from tweezers. Not inclusions. A little rugged on the side. ,1.5,181.9,182.6,68.3,85.6,,
EM_20UM07_A2,Little rugged. A black dot like inclusions but does not glow in xpl (could just be tweezer marks). ,1,251.1,251.1,149.9,137.4,,
EM_20UM07_A3,"Clear, the spots are indentations of tweezers (double checked under xpl)",1,209.6,211.8,77.3,81.4,,
EM_20UM07_A4,"Clear, a tiniest dot (not an inclusion, looks like my tweezers mark). A little cracked/broken.",1,148.6,149.3,73.8,76,,
EM_20UM07_A5,Two small inclusions otherwise good (best choice among others). ,1.5,202.8,203.4,93.9,99.1,,
EM_23UM01_A1,"Rough structure, one dot inclusion, lines becauser of abraded crystal structure",1,125.5,124.7,99,108.3,,
EM_23UM01_A2,Rough crystal structure on the sides mainly a little dirtyish,1.5,92.2,92.3,81.5,91.9,,
EM_DUR_2,,DUR,,,,,,
EM_23UM07_A1,Three little dot inclusions and rough edges (lost and found twice),1,128.7,129.3,99.9,90.6,,
EM_23UM07_A2,"one inclusion, tweezer marks which looks like inclusion",1,104.9,104.5,78.4,80.5,,
EM_23TR01_A1,Diagonally abraded dotted inclusion (~2) One dark inclusion (or a tweezer mark),1.5,112.4,113.6,70.2,62.5,,
EM_23TR01_A2,"Rough edges, dotted inclusion (~3)(small) tweezer marks.",2,121.6,122.6,69.2,60.6,,
EM_23TR01_A3,"Very rough edges, three dot inclusion, other tweezer marks, two bubble inclusion? Or just tweezer marks. (Would not choose in other circumstances)",1.5,112.4,112.9,80,74.2,,
EM_23TR06_A1,"Tiny dot like inclusion, little rough. Tweezer marks",1.5,154.3,153.1,98.7,76,,
EM_23TR06_A2,little rough on edges. Dot stain like inclusion,1.5,180.7,181.6,75.9,76.9,,
EM_23TR06_A3,dotted inclusion (~1),1,166.1,166.1,107,104,,
EM_DUR_3,,DUR,,,,,,
EM_23TR06_A4,Dot inclusion (~1) bubble like thing but not inclusion and surface of crystal,1,147.4,147,105.5,99.5,,
EM_23TR06_A5,Tweezer marks dot inclusion (~1) square? Abraded diagonally,2,140.3,140.4,103.2,89.5,,
EM_23TR06_A6,"Tweezer marks, two dot inclusion elongated hexagonal shape?",2,143.2,143.5,89,78.9,,
EM_23TR06_A7,Tweezer marks. Dot inclusions (~1) Little rough edges,1.5,145.4,144.3,91.6,78.7,,
EM_23TR06_A8,"Some dotted inclusions on outside, weird shape, diagonally abraded a little rough. ",2,128.3,128.8,77.7,78.5,,
