"L1, L2 = maximum length of Crystal (including tips, in two orientations)",,,,,,,,
"W1, W2 = mutually perpendicular widths of orthorhombic prism or equatorial diameters",,,,,,,,
"h1, h2 = tip heights of pyramidal terminations (zircons only)",,,,,,,,
AI = abrasion index:,,,,,,,,
"apatite: 1 = both tips present, 1.5 = one tip missing, 2 = both tips missing, DUR = durango",,,,,,,,
"zircon: 1-5 (1=euhedral, 5=rounded, 3=still has pyramids)",,,,,,,,
,,,,,,,,
sample_name,morph_comments,AI,L1_(um),L2_(um),W1_(um),W2_(um),h1_(um),h2_(um)
GTHERMO_04_A,"whole grain with breakage, no visible inclusions, smooth medium abraided surface",1,187,187,55,74,,
GTHERMO_04_B,"whole euhedral grain, no visible inclusions, semi-smooth/partially abraided surface",1,254,256,84,79,,
GTHERMO_04_C,"whole euhedral grain, no visible inclusions, completely abraided surface",1,293,309,244,154,,
GTHERMO_04_D,"broken grain,  one side is broken in half, no visible inclusions,",1.5,304,311,131,114,,
GTHERMO_04_E,"broken grain,  one side is broken in half, no visible inclusions,",1.5,171,155,91,62,,
Durango_U,,DUR,363,,184,,,
A5DB40_A,"Euhedral rounded tips, one termination appears have chipped on ome side. No inclusions,  but some surface scrathes. Overall pretty transparent",1,266,264,114,108,,
A5DB40_B,Both rounded terminations present. Surface is clear and unscuffed. There may be a small inclusion seen in image 2. ,1,218,218,93,103,,
A5DB40_C,Both terminations present but one side appears chippe. No inclusions but surface is scratched. ,1,223,221,81,72,,
A5DB40_D,"Both terminations present, but one is a bit cjipped. Larger chip on the side. Surface very clear and no inclusions seen",1,285,289,98,92,,
A5DB40_E,"Both rounded terminations present. No inclusions noted, surface is a bit scratched ",1,243,233,89,71,,
THERMO_14_A,"broken grain, only one side left, no visible inclusions,",1.5,126,131,59,54,,
THERMO_14_B,"whole grain with breakage, no visible inclusions, smooth medium abraided surface",1,124,122,65,77,,
DURANGO_V,,DUR,194,,144,,,
THERMO_14_C,"whole euhedral grain, no visible inclusions, semi-smooth/partially abraided surface",1.5,134,137,91,80,,
THERMO_14_D,"broken grain, only one side left, no visible inclusions,",1.5,210,203,81,85,,
THERMO_14_E,"completely broken grain, no visible inclusions, strongly abraided",2,158,158,63,70,,
A3DB32_A,"Both terminations present but very rounded. Surface scuffed, not translucent, and somewhat pitted. ",1,313,313,170,146,,
A3DB32_B,Both euhedral terminations present but rounded. No inclusions noted. Some fractures visable in image 1. ,1,300,300,102,118,,
A3DB32_C,Euhedral with both terminations present. Less rounded then most grains. Possible small inclusion in image 1. Surface mostly clear and free of scuffing and staining. ,1,266,266,111,110,,
A3DB32_D,"One euhedral termination present, other chipped. Posible mall inclusion. Surface mildy scuffed. ",1.5,168,168,81,73,,
DURANGO_W,,DUR,274,,210,,,
A3DB32_E,"one euhedral termination present, other is mostly chipped off (image 2). no inclusions or significant surface scuffing. ",1.5,164,167,71,76,,
THERMO23_09_A,"Whole grain, no visible inclusions, partially abraided surface",1,156,154,90,82,,
THERMO23_09_B,"Broken grain, missing one edge, no visible inclusions, abraided surface",1.5,183,184,76,82,,
THERMO23_09_C,"Broken grain, missing one edge, no visible inclusions, abraided surface",1.5,212,216,61,67,,
THERMO23_09_D,"Whole grain, no visible inclusions, partially abraided surface",1,240,241,51,48,,
THERMO23_09_E,"Whole grain, no visible inclusions, partially abraided surface",1,252,253,76,67,,
ZBTH23_04_D,Two rounded terminations present. Surface somewhat scratched and stained but clearer then most grains from this sample. ,1,231,227,117,100,,
ZBTH23_04_E,Both rounded terminations present. Surface bit scuffed and scratched like most samples from this grain. No inclusions noted. ,1,258,258,109,119,,
A5DB40_F,"Clear surface with small chips, no inclusions noted. Both terminations present  but one appears chipped. ",1,235,235,99,93,,
THERMO23_09_F,"Broken grain, missing one edge, no visible inclusions, abraided surface",1.5,205,192,82,74,,
DV2206_F,"One euhedral termination present, other appears chipped off. No inclusions, surface appears clear. ",1.5,307,307,159,175,,
A3DB32_F,Euhedral with both rounded terminations present. Surface mildy scuffed and pitted. ,1,209,204,104,94,,
THERMO_12_F,"broken grain, only one side left, no visible inclusions,",1,163,162,80,73,,
