"L1, L2 = maximum length of Crystal (including tips, in two orientations)",,,,,,,,
"W1, W2 = mutually perpendicular widths of orthorhombic prism or equatorial diameters",,,,,,,,
"h1, h2 = tip heights of pyramidal terminations (zircons only)",,,,,,,,
AI = abrasion index:,,,,,,,,
"apatite: 1 = both tips present, 1.5 = one tip missing, 2 = both tips missing, DUR = durango",,,,,,,,
"zircon: 1-5 (1=euhedral, 5=rounded, 3=still has pyramids)",,,,,,,,
,,,,,,,,
sample_name,morph_comments,AI,L1_(um),L2_(um),W1_(um),W2_(um),h1_(um),h2_(um)
Z23TR06_2_Mag,"few inclusions, mostly clear but dirty appearance",2,230.7,229.8,74.2,85.1,65.05,73.7
Z23TR06_3_Mag,"zonation, dirty, lots of inclusions, slightly rough on sides and tips, round inclusions",2,307.6,306.3,91.6,84.7,60.9,66.45
FCTVV_Z5_EM,"clear, little crooked, few inclusions",2,176.8,176.4,59.6,72.5,28.85,29.3
Z23TR06_4_Mag,"weird shape, crack-line line in the middle, dark edges, inclusions (Might be crushed)",3,211,211.6,66.4,79.3,39.05,47.15
Z23TR06_5_Mag,"lots of inclusions, yellowish/dark orangish in middle, dirty, not really clear",2,219.9,221.2,81.1,79.2,59.85,50.25
Z23TR06_6_Mag,"mostly clear, a crack in middle but not going across, fractured, a lot of inclusions",2,215.6,214.8,73,60.1,36.25,40.3
Z23TR06_7_Mag,"rounded, rough edges, darkish, few inclusions",3,190.8,190.6,90.3,91.4,45.3,58.7
Z23TR06_8_NM,"dark on the edges and tip, mostly clear but fabricated",2,180.2,179.9,64.5,66.8,23.4,37.5
Z23TR10_1_Mag,dark with clear patches,2,249.6,249.2,87.4,70.3,47.5,63
Z23TR10_2_Mag,"clear, big inclusions, cloudy ",2,219.1,219.3,74.6,72.4,40.8,48.35
Z23TR10_3_Mag,"clear, cloudy, fractures, inclusions",3,224.6,224.6,65.9,61.3,37.3,39.4
FCTVV_Z6_EM,"clear, few inclusions",2,167.3,167,62.2,64.9,30.3,33.05
Z23TR10_4_Mag,"cloudy, darkish fractures on tips, few inclusion",2,222.9,222.3,60.7,60.3,35.7,40.9
Z23TR10_5_Mag,"darkish and cloudy, clear, inclusions",3,174.2,174,68.1,60.3,38.95,44.3
Z23TR10_6_Mag,"clear, inclusions, fractures, one horizontal crack but not really a crack?",3,223.9,223.1,60.8,58.8,31.45,42.65
Z23TR10_7_NM,"crooked shape, inclusions, fractured",3,234.2,234.9,67,75.7,37.55,26.1
Z23TR10_8_NM,"dark, three horizontal fractures, fractured, clear on one side",3,378.8,378.5,107.1,163.4,61.7,91.85
Z23TR10_9_NM,"inclusions, core?, fractured tip, clear? (Lost and Found)",2,233.9,233.8,83.9,82.8,64.8,51.9
